area,occ_code,tot_emp,emp_prse,jobs_1000,loc_quotient,h_mean,a_mean,mean_prse,h_pct25,h_median,h_pct75,a_pct25,a_median,a_pct75
2,11-3131,80.0,8.4,0.245,0.9,59.47,123700.0,5.5,39.1,51.59,63.58,81330.0,107310.0,132240.0
4,11-3131,960.0,5.7,0.308,1.13,58.91,122530.0,1.7,41.64,53.26,69.0,86620.0,110780.0,143510.0
5,11-3131,250.0,7.5,0.195,0.71,51.53,107190.0,1.6,36.14,47.89,58.41,75170.0,99600.0,121490.0
6,11-3131,6140.0,3.0,0.342,1.25,80.83,168130.0,0.9,53.42,72.11,101.05,111120.0,149990.0,210180.0
8,11-3131,680.0,8.0,0.24,0.88,71.17,148030.0,2.6,53.52,65.57,81.7,111330.0,136380.0,169930.0
10,11-3131,60.0,12.2,0.128,0.47,72.61,151030.0,3.1,53.6,69.74,84.22,111500.0,145060.0,175180.0
11,11-3131,160.0,18.3,0.226,0.82,78.28,162820.0,4.9,58.06,71.37,100.07,120760.0,148450.0,208140.0
12,11-3131,2490.0,3.1,0.26,0.95,58.21,121070.0,1.1,37.9,52.23,70.01,78830.0,108640.0,145630.0
13,11-3131,1640.0,3.6,0.344,1.26,63.62,132330.0,1.8,42.35,57.69,77.57,88090.0,120000.0,161340.0
15,11-3131,130.0,10.7,0.213,0.78,66.2,137690.0,5.2,47.91,54.5,64.69,99660.0,113360.0,134540.0
17,11-3131,1560.0,4.6,0.26,0.95,68.9,143310.0,2.3,47.31,62.74,82.96,98400.0,130500.0,172550.0
18,11-3131,480.0,6.7,0.154,0.56,58.04,120730.0,1.4,45.31,53.22,67.21,94240.0,110690.0,139800.0
19,11-3131,380.0,6.2,0.247,0.9,53.21,110670.0,2.9,37.18,48.2,60.51,77330.0,100260.0,125850.0
20,11-3131,190.0,8.8,0.137,0.5,61.84,128620.0,5.5,45.26,55.29,75.64,94150.0,115010.0,157320.0
21,11-3131,510.0,9.1,0.258,0.94,47.11,97980.0,2.2,37.06,45.76,58.33,77080.0,95170.0,121320.0
22,11-3131,260.0,9.1,0.139,0.51,53.08,110410.0,2.3,40.41,49.59,64.24,84060.0,103140.0,133610.0
23,11-3131,90.0,12.1,0.137,0.5,52.54,109290.0,2.7,39.82,51.27,59.05,82830.0,106640.0,122830.0
25,11-3131,1100.0,8.2,0.302,1.1,76.3,158710.0,2.0,53.44,74.06,87.07,111160.0,154040.0,181100.0
26,11-3131,630.0,6.4,0.144,0.53,50.91,105880.0,2.5,35.67,49.16,61.84,74190.0,102250.0,128620.0
27,11-3131,700.0,10.7,0.244,0.89,62.03,129020.0,5.0,39.35,55.05,78.18,81840.0,114500.0,162610.0
28,11-3131,190.0,8.7,0.169,0.62,52.75,109720.0,2.1,39.62,47.34,55.21,82400.0,98470.0,114840.0
29,11-3131,280.0,17.3,0.097,0.36,47.35,98490.0,6.4,36.79,38.14,62.07,76530.0,79330.0,129110.0
30,11-3131,40.0,10.5,0.081,0.3,57.33,119240.0,4.4,40.87,50.91,65.57,85000.0,105890.0,136390.0
31,11-3131,420.0,8.1,0.419,1.53,55.72,115900.0,3.4,40.23,50.45,62.69,83690.0,104930.0,130380.0
32,11-3131,480.0,8.8,0.323,1.18,45.42,94480.0,3.0,31.09,38.54,53.14,64660.0,80170.0,110530.0
33,11-3131,210.0,10.0,0.318,1.16,65.54,136320.0,3.4,52.83,62.34,77.37,109880.0,129670.0,160940.0
34,11-3131,1320.0,4.4,0.315,1.15,78.76,163820.0,1.9,60.48,76.77,94.52,125800.0,159690.0,196610.0
35,11-3131,90.0,9.1,0.105,0.38,51.54,107200.0,4.1,37.18,43.87,62.09,77330.0,91250.0,129150.0
36,11-3131,2730.0,2.8,0.291,1.06,86.16,179210.0,1.6,56.05,79.22,104.46,116590.0,164780.0,217270.0
37,11-3131,1770.0,11.2,0.37,1.35,61.62,128170.0,3.9,42.23,54.9,74.03,87840.0,114180.0,153990.0
38,11-3131,60.0,16.6,0.147,0.54,49.15,102240.0,3.8,41.27,46.75,56.88,85840.0,97240.0,118300.0
39,11-3131,740.0,5.0,0.134,0.49,56.38,117270.0,2.2,41.99,52.48,66.72,87340.0,109160.0,138770.0
40,11-3131,330.0,9.8,0.2,0.73,59.16,123050.0,5.9,38.44,50.58,82.37,79950.0,105210.0,171330.0
41,11-3131,400.0,6.2,0.204,0.74,61.93,128800.0,1.6,49.4,61.13,75.28,102750.0,127140.0,156580.0
42,11-3131,1100.0,6.7,0.185,0.68,62.28,129540.0,3.4,42.98,53.89,73.32,89390.0,112080.0,152500.0
44,11-3131,60.0,9.0,0.114,0.42,63.44,131940.0,1.9,50.45,62.64,77.02,104930.0,130290.0,160210.0
45,11-3131,640.0,8.1,0.29,1.06,54.55,113460.0,2.5,36.01,48.26,68.2,74900.0,100370.0,141860.0
46,11-3131,40.0,5.7,0.094,0.34,54.67,113710.0,1.2,46.31,54.56,60.86,96310.0,113480.0,126590.0
47,11-3131,730.0,4.5,0.228,0.83,55.72,115900.0,1.0,41.59,49.47,64.71,86500.0,102900.0,134600.0
48,11-3131,5600.0,3.8,0.413,1.51,60.83,126530.0,1.2,43.61,52.7,71.56,90710.0,109620.0,148840.0
49,11-3131,550.0,6.9,0.329,1.2,57.66,119920.0,2.9,39.64,51.01,71.43,82450.0,106100.0,148560.0
50,11-3131,70.0,12.5,0.244,0.89,50.25,104510.0,2.2,43.58,50.01,55.36,90650.0,104030.0,115160.0
51,11-3131,1040.0,7.0,0.261,0.96,67.61,140620.0,3.8,49.39,62.63,76.88,102740.0,130260.0,159900.0
53,11-3131,870.0,7.3,0.249,0.91,75.28,156570.0,2.0,59.79,69.41,80.06,124350.0,144360.0,166530.0
54,11-3131,70.0,15.4,0.097,0.35,46.59,96910.0,7.7,30.56,43.26,57.44,63560.0,89980.0,119470.0
55,11-3131,420.0,8.6,0.146,0.53,60.47,125770.0,2.9,46.89,57.06,69.06,97530.0,118680.0,143640.0
5,11-9013,40.0,12.5,0.028,0.7,28.7,59700.0,7.0,21.69,25.67,29.56,45110.0,53380.0,61480.0
6,11-9013,1460.0,11.0,0.081,2.01,54.58,113530.0,3.2,40.45,52.03,63.31,84140.0,108230.0,131680.0
12,11-9013,350.0,16.9,0.036,0.9,42.52,88440.0,6.9,27.4,38.8,49.1,57000.0,80710.0,102130.0
15,11-9013,80.0,23.5,0.128,3.15,36.31,75520.0,11.2,25.0,27.18,41.13,52000.0,56530.0,85560.0
16,11-9013,230.0,10.8,0.274,6.76,34.45,71660.0,4.4,28.93,30.24,36.28,60180.0,62900.0,75460.0
18,11-9013,90.0,20.9,0.028,0.7,33.1,68850.0,6.5,24.28,34.7,39.79,50490.0,72170.0,82750.0
19,11-9013,260.0,19.9,0.167,4.13,48.68,101250.0,7.3,36.56,46.69,50.19,76040.0,97120.0,104380.0
20,11-9013,70.0,29.2,0.049,1.2,38.69,80470.0,6.3,33.33,36.81,36.83,69320.0,76570.0,76600.0
21,11-9013,110.0,18.8,0.058,1.43,34.29,71330.0,11.1,22.89,30.43,39.39,47610.0,63290.0,81930.0
24,11-9013,80.0,33.2,0.028,0.69,48.49,100860.0,3.6,37.03,51.16,57.69,77030.0,106400.0,120000.0
25,11-9013,30.0,19.9,0.008,0.21,39.5,82150.0,5.6,32.56,35.82,41.61,67730.0,74500.0,86540.0
26,11-9013,230.0,13.9,0.052,1.28,41.5,86320.0,1.9,37.53,43.07,47.81,78050.0,89590.0,99440.0
27,11-9013,140.0,30.9,0.048,1.19,34.15,71020.0,12.6,15.38,38.03,39.38,31990.0,79090.0,81910.0
29,11-9013,100.0,19.3,0.036,0.88,37.37,77720.0,9.1,24.33,34.96,46.15,50610.0,72720.0,95990.0
31,11-9013,180.0,17.1,0.175,4.32,34.94,72660.0,6.1,28.27,34.96,36.92,58800.0,72730.0,76790.0
32,11-9013,40.0,40.4,0.03,0.73,44.99,93580.0,21.4,28.22,40.4,48.76,58710.0,84040.0,101430.0
36,11-9013,50.0,18.2,0.005,0.13,41.72,86780.0,4.8,26.75,38.17,54.6,55630.0,79390.0,113560.0
37,11-9013,150.0,18.8,0.031,0.76,44.1,91730.0,5.0,30.26,41.18,60.44,62930.0,85660.0,125720.0
39,11-9013,90.0,18.1,0.016,0.4,27.23,56630.0,9.8,18.76,23.62,41.44,39020.0,49120.0,86190.0
41,11-9013,100.0,22.9,0.053,1.3,43.02,89470.0,7.9,34.79,37.61,58.73,72370.0,78230.0,122150.0
45,11-9013,40.0,22.5,0.018,0.44,32.13,66840.0,15.6,22.78,26.42,49.0,47380.0,54950.0,101910.0
51,11-9013,50.0,18.9,0.013,0.32,36.59,76100.0,5.8,30.79,37.65,43.6,64030.0,78300.0,90690.0
53,11-9013,110.0,21.2,0.032,0.8,50.06,104120.0,4.5,36.39,50.44,62.32,75690.0,104910.0,129620.0
55,11-9013,50.0,25.4,0.016,0.39,37.18,77330.0,17.1,29.5,44.41,44.41,61360.0,92370.0,92370.0
1,11-9021,6440.0,3.3,3.136,1.45,50.06,104120.0,1.6,36.33,45.77,60.8,75560.0,95190.0,126460.0
2,11-9021,1380.0,5.5,4.426,2.04,68.96,143450.0,2.5,49.83,63.18,78.27,103640.0,131420.0,162800.0
4,11-9021,8040.0,4.6,2.568,1.18,55.5,115440.0,1.3,41.32,50.71,62.37,85950.0,105480.0,129730.0
5,11-9021,2080.0,7.2,1.634,0.75,42.37,88120.0,3.6,31.39,42.11,53.0,65280.0,87590.0,110240.0
6,11-9021,36950.0,3.0,2.059,0.95,62.35,129690.0,1.4,47.22,59.95,77.39,98210.0,124690.0,160980.0
8,11-9021,12830.0,3.2,4.529,2.09,55.82,116100.0,1.6,40.35,51.28,65.04,83930.0,106650.0,135290.0
9,11-9021,2260.0,7.0,1.362,0.63,59.6,123970.0,1.7,45.67,57.74,74.2,94990.0,120100.0,154340.0
10,11-9021,700.0,7.6,1.499,0.69,63.86,132830.0,2.1,52.46,63.34,74.53,109110.0,131750.0,155020.0
11,11-9021,1130.0,11.4,1.613,0.74,66.23,137750.0,2.8,48.92,61.03,78.31,101750.0,126940.0,162890.0
12,11-9021,26720.0,7.1,2.793,1.29,56.99,118530.0,2.1,37.79,49.49,65.79,78600.0,102940.0,136840.0
13,11-9021,6850.0,4.0,1.44,0.66,52.75,109720.0,2.0,36.88,47.85,61.27,76720.0,99540.0,127440.0
15,11-9021,2800.0,6.3,4.532,2.09,57.16,118900.0,2.4,46.54,58.01,67.02,96800.0,120670.0,139390.0
16,11-9021,1650.0,7.2,2.008,0.93,45.05,93710.0,2.7,32.05,40.8,50.61,66650.0,84860.0,105280.0
17,11-9021,15930.0,11.7,2.649,1.22,55.83,116120.0,3.5,40.35,51.99,63.5,83930.0,108140.0,132080.0
18,11-9021,5450.0,4.0,1.726,0.8,51.33,106770.0,2.1,37.64,47.52,61.51,78290.0,98840.0,127940.0
19,11-9021,1990.0,6.6,1.286,0.59,48.02,99890.0,2.4,37.21,45.63,59.71,77390.0,94910.0,124190.0
20,11-9021,2610.0,5.7,1.852,0.85,52.11,108390.0,2.7,38.59,49.51,61.55,80270.0,102980.0,128030.0
21,11-9021,1280.0,7.7,0.652,0.3,50.36,104750.0,3.2,34.12,47.44,62.94,70970.0,98670.0,130920.0
22,11-9021,4180.0,4.7,2.255,1.04,57.54,119680.0,3.4,39.71,49.57,62.83,82590.0,103110.0,130680.0
23,11-9021,1500.0,8.0,2.411,1.11,50.55,105150.0,3.4,37.37,49.33,59.51,77740.0,102610.0,123780.0
24,11-9021,5780.0,7.7,2.16,1.0,58.72,122140.0,1.9,43.29,53.68,72.35,90040.0,111650.0,150500.0
25,11-9021,7970.0,8.2,2.186,1.01,69.63,144830.0,2.1,52.85,64.64,80.87,109920.0,134460.0,168210.0
26,11-9021,6340.0,4.3,1.457,0.67,55.07,114540.0,1.2,39.82,50.29,63.36,82820.0,104610.0,131790.0
27,11-9021,5120.0,5.8,1.777,0.82,56.03,116530.0,3.0,42.43,50.18,63.73,88260.0,104370.0,132550.0
28,11-9021,1330.0,4.8,1.158,0.53,45.7,95050.0,3.8,29.38,40.05,50.76,61100.0,83300.0,105580.0
29,11-9021,3130.0,7.1,1.089,0.5,55.46,115350.0,2.2,40.56,49.94,64.08,84360.0,103870.0,133280.0
30,11-9021,1740.0,10.6,3.469,1.6,55.09,114590.0,3.0,42.87,53.89,62.64,89160.0,112080.0,130290.0
31,11-9021,2990.0,4.8,2.992,1.38,45.92,95510.0,1.7,35.22,42.59,52.74,73250.0,88590.0,109710.0
32,11-9021,4390.0,6.4,2.961,1.37,53.77,111850.0,1.6,39.72,48.12,60.28,82620.0,100100.0,125380.0
33,11-9021,840.0,7.1,1.245,0.57,56.86,118260.0,4.8,42.79,50.43,64.64,89000.0,104900.0,134460.0
34,11-9021,9250.0,5.3,2.202,1.02,72.07,149900.0,1.8,55.63,68.66,82.66,115700.0,142810.0,171930.0
35,11-9021,1270.0,7.4,1.507,0.7,48.58,101050.0,2.0,35.38,44.89,59.65,73590.0,93370.0,124080.0
36,11-9021,7240.0,4.1,0.771,0.36,75.37,156760.0,1.8,48.25,67.0,91.59,100360.0,139370.0,190500.0
37,11-9021,21520.0,4.4,4.488,2.07,54.21,112760.0,1.6,37.4,48.75,63.46,77800.0,101400.0,131990.0
38,11-9021,950.0,7.6,2.277,1.05,53.23,110720.0,3.1,36.79,47.61,66.29,76520.0,99020.0,137880.0
39,11-9021,14010.0,3.4,2.562,1.18,48.08,100000.0,1.5,35.1,44.74,58.1,73000.0,93050.0,120850.0
40,11-9021,1830.0,8.5,1.099,0.51,49.87,103740.0,2.2,37.98,47.68,56.82,79000.0,99170.0,118190.0
41,11-9021,3540.0,6.2,1.82,0.84,60.34,125500.0,4.3,46.82,57.69,68.32,97380.0,120000.0,142110.0
42,11-9021,3550.0,7.7,0.598,0.28,55.67,115790.0,2.2,40.24,50.2,64.38,83690.0,104420.0,133900.0
44,11-9021,360.0,25.0,0.744,0.34,57.06,118680.0,8.8,39.8,48.24,68.19,82790.0,100340.0,141830.0
45,11-9021,4340.0,3.9,1.953,0.9,51.65,107420.0,4.5,37.39,48.37,60.54,77770.0,100610.0,125930.0
46,11-9021,690.0,11.7,1.552,0.72,56.03,116550.0,3.8,44.85,51.24,61.49,93300.0,106580.0,127910.0
47,11-9021,6930.0,6.3,2.152,0.99,47.31,98390.0,2.0,33.65,41.61,59.65,69990.0,86540.0,124080.0
48,11-9021,45770.0,3.6,3.376,1.56,51.25,106610.0,1.1,37.69,47.26,60.46,78400.0,98290.0,125750.0
49,11-9021,3660.0,4.5,2.18,1.01,48.75,101400.0,2.5,34.7,46.14,57.9,72180.0,95960.0,120420.0
50,11-9021,770.0,18.1,2.566,1.18,50.41,104840.0,2.8,40.19,48.07,59.93,83590.0,99990.0,124660.0
51,11-9021,7350.0,4.2,1.846,0.85,59.17,123070.0,1.6,43.62,51.32,69.28,90740.0,106740.0,144100.0
53,11-9021,7460.0,5.5,2.135,0.98,64.87,134930.0,1.4,50.27,62.35,77.62,104550.0,129680.0,161460.0
54,11-9021,570.0,6.5,0.823,0.38,47.61,99020.0,1.4,33.77,43.38,56.8,70240.0,90230.0,118140.0
55,11-9021,4880.0,2.9,1.692,0.78,56.71,117950.0,2.3,41.03,52.15,64.71,85340.0,108480.0,134590.0
56,11-9021,840.0,7.5,3.057,1.41,45.11,93820.0,4.0,31.07,41.06,57.7,64630.0,85400.0,120020.0
1,11-9031,550.0,8.6,0.267,0.63,24.14,50210.0,3.0,17.73,22.29,27.52,36870.0,46360.0,57250.0
4,11-9031,1210.0,6.6,0.387,0.92,26.02,54120.0,3.1,18.85,23.4,28.88,39200.0,48670.0,60070.0
5,11-9031,910.0,6.0,0.717,1.7,22.43,46660.0,2.0,17.03,20.89,26.98,35430.0,43460.0,56120.0
6,11-9031,8140.0,6.5,0.454,1.08,35.09,72990.0,3.8,23.47,29.14,37.52,48820.0,60620.0,78040.0
8,11-9031,990.0,7.9,0.35,0.83,32.06,66680.0,3.5,23.34,29.05,39.13,48550.0,60430.0,81380.0
9,11-9031,940.0,8.1,0.567,1.34,34.14,71020.0,4.7,23.82,30.82,42.66,49540.0,64100.0,88730.0
10,11-9031,360.0,10.0,0.77,1.83,29.93,62260.0,7.3,22.01,26.92,36.94,45780.0,55990.0,76830.0
11,11-9031,210.0,17.4,0.3,0.71,41.42,86150.0,3.5,29.97,37.5,47.46,62340.0,78000.0,98720.0
12,11-9031,4910.0,8.4,0.513,1.22,26.42,54950.0,3.8,17.97,22.68,28.88,37370.0,47160.0,60070.0
13,11-9031,860.0,28.6,0.18,0.43,29.02,60350.0,12.3,18.15,23.68,35.53,37740.0,49250.0,73890.0
15,11-9031,300.0,16.5,0.49,1.16,32.64,67880.0,3.6,28.72,31.32,36.66,59740.0,65150.0,76260.0
17,11-9031,2780.0,9.0,0.462,1.09,26.23,54550.0,2.5,21.54,23.68,28.47,44790.0,49250.0,59220.0
18,11-9031,710.0,6.7,0.225,0.53,27.02,56200.0,2.9,21.68,23.16,30.61,45090.0,48180.0,63680.0
19,11-9031,1080.0,5.1,0.697,1.65,22.75,47320.0,2.6,17.14,21.13,25.8,35650.0,43960.0,53660.0
20,11-9031,440.0,6.7,0.311,0.74,25.33,52680.0,1.7,21.1,23.4,28.83,43880.0,48680.0,59970.0
21,11-9031,680.0,11.2,0.346,0.82,21.58,44880.0,4.2,17.0,18.38,24.46,35370.0,38230.0,50870.0
22,11-9031,440.0,10.1,0.238,0.56,26.66,55450.0,5.3,18.27,23.84,30.51,37990.0,49580.0,63470.0
23,11-9031,230.0,10.7,0.366,0.87,27.66,57540.0,4.8,22.67,23.84,30.84,47140.0,49580.0,64140.0
25,11-9031,2380.0,14.8,0.654,1.55,33.31,69280.0,2.7,28.6,29.37,36.16,59490.0,61090.0,75200.0
26,11-9031,1570.0,4.4,0.36,0.85,25.46,52950.0,1.9,20.57,23.32,28.44,42790.0,48510.0,59150.0
27,11-9031,1210.0,8.8,0.419,0.99,30.95,64380.0,3.5,22.84,28.78,31.1,47510.0,59870.0,64700.0
28,11-9031,530.0,10.0,0.465,1.1,22.58,46960.0,6.1,14.4,20.74,27.37,29950.0,43150.0,56930.0
29,11-9031,710.0,11.4,0.247,0.59,23.88,49670.0,5.4,17.93,21.78,27.25,37290.0,45290.0,56670.0
30,11-9031,180.0,19.3,0.353,0.84,26.52,55160.0,6.2,19.66,22.8,29.69,40880.0,47420.0,61760.0
31,11-9031,420.0,11.5,0.421,1.0,28.04,58320.0,3.5,20.53,22.3,33.04,42690.0,46380.0,68720.0
32,11-9031,290.0,9.9,0.198,0.47,26.53,55180.0,5.3,19.16,22.73,28.55,39850.0,47280.0,59390.0
33,11-9031,350.0,7.5,0.522,1.24,30.49,63420.0,2.6,22.93,28.95,36.39,47690.0,60210.0,75680.0
34,11-9031,2070.0,13.4,0.492,1.17,39.42,81990.0,5.2,28.1,34.49,45.84,58450.0,71740.0,95340.0
35,11-9031,310.0,9.0,0.361,0.86,29.69,61750.0,3.6,21.73,26.95,34.38,45200.0,56050.0,71520.0
36,11-9031,3820.0,8.0,0.407,0.96,41.68,86690.0,6.1,27.13,38.09,46.09,56420.0,79230.0,95870.0
37,11-9031,2110.0,4.9,0.44,1.04,26.96,56070.0,2.1,21.16,23.72,29.41,44020.0,49330.0,61170.0
39,11-9031,2300.0,6.4,0.421,1.0,25.22,52450.0,2.9,18.19,21.77,27.95,37840.0,45270.0,58140.0
40,11-9031,640.0,11.1,0.382,0.91,24.96,51930.0,3.6,18.12,22.19,28.95,37690.0,46160.0,60220.0
41,11-9031,740.0,45.3,0.382,0.9,26.35,54810.0,7.1,21.06,23.68,29.79,43800.0,49250.0,61950.0
42,11-9031,3360.0,10.3,0.566,1.34,27.55,57290.0,2.7,22.12,25.56,31.38,46020.0,53160.0,65270.0
44,11-9031,400.0,8.4,0.829,1.96,25.91,53900.0,2.6,22.58,25.87,26.72,46960.0,53810.0,55590.0
45,11-9031,610.0,8.4,0.273,0.65,26.48,55080.0,4.4,18.18,22.64,30.56,37820.0,47100.0,63570.0
46,11-9031,100.0,13.1,0.236,0.56,28.68,59650.0,4.0,24.79,27.81,30.02,51560.0,57830.0,62440.0
47,11-9031,390.0,11.6,0.12,0.28,27.69,57590.0,4.1,21.84,23.81,34.35,45430.0,49520.0,71450.0
48,11-9031,6470.0,8.2,0.477,1.13,25.0,52000.0,2.0,20.0,22.99,27.52,41600.0,47820.0,57250.0
49,11-9031,510.0,9.8,0.302,0.72,26.77,55690.0,5.6,18.35,23.26,28.91,38170.0,48390.0,60140.0
50,11-9031,320.0,10.7,1.056,2.5,28.77,59840.0,1.7,23.4,24.48,32.78,48670.0,50910.0,68190.0
51,11-9031,1260.0,9.2,0.317,0.75,30.27,62960.0,4.4,22.62,28.32,31.78,47060.0,58910.0,66090.0
53,11-9031,1350.0,5.1,0.385,0.91,30.79,64040.0,2.3,23.12,28.57,36.25,48090.0,59420.0,75400.0
54,11-9031,310.0,10.1,0.452,1.07,23.66,49200.0,3.8,16.62,20.08,28.22,34570.0,41760.0,58700.0
55,11-9031,1180.0,3.8,0.407,0.96,24.58,51120.0,2.7,18.16,23.94,29.7,37770.0,49800.0,61780.0
56,11-9031,130.0,13.7,0.465,1.1,27.46,57110.0,4.1,18.14,24.8,31.51,37740.0,51580.0,65540.0
1,11-9033,3290.0,1.1,1.602,1.45,57.53,119660.0,0.5,37.92,48.68,65.12,78860.0,101260.0,135450.0
2,11-9033,110.0,8.4,0.365,0.33,64.34,133830.0,4.0,44.41,68.44,83.17,92370.0,142360.0,173000.0
4,11-9033,5570.0,1.6,1.779,1.62,54.24,112820.0,0.5,31.95,46.57,65.03,66450.0,96870.0,135260.0
5,11-9033,1430.0,1.1,1.126,1.02,54.14,112610.0,0.7,29.84,39.64,64.07,62060.0,82450.0,133270.0
6,11-9033,13920.0,1.0,0.776,0.7,67.65,140700.0,0.6,46.04,60.57,81.53,95760.0,125990.0,169570.0
8,11-9033,1820.0,1.9,0.644,0.58,57.11,118780.0,0.5,38.74,49.51,63.8,80580.0,102970.0,132700.0
9,11-9033,2300.0,2.0,1.388,1.26,59.7,124180.0,0.9,39.24,51.28,69.48,81610.0,106660.0,144510.0
10,11-9033,390.0,1.3,0.822,0.75,75.52,157090.0,0.9,48.4,63.06,84.91,100670.0,131160.0,176610.0
11,11-9033,1600.0,3.9,2.277,2.07,69.8,145190.0,1.3,38.96,52.93,78.86,81040.0,110100.0,164020.0
12,11-9033,9090.0,2.1,0.95,0.86,51.12,106330.0,0.8,36.96,43.5,52.14,76870.0,90480.0,108440.0
13,11-9033,2540.0,1.7,0.534,0.49,63.27,131590.0,0.5,38.64,49.87,67.97,80370.0,103720.0,141380.0
15,11-9033,670.0,5.9,1.087,0.99,59.26,123260.0,4.4,36.27,51.04,68.3,75450.0,106170.0,142060.0
16,11-9033,830.0,4.3,1.012,0.92,50.53,105110.0,3.7,31.66,46.11,63.4,65850.0,95910.0,131870.0
17,11-9033,10590.0,0.6,1.761,1.6,49.47,102900.0,0.4,32.5,41.21,60.35,67600.0,85710.0,125520.0
18,11-9033,2920.0,1.3,0.926,0.84,53.42,111110.0,0.6,31.19,46.03,64.35,64880.0,95730.0,133850.0
19,11-9033,2580.0,0.5,1.671,1.52,50.78,105620.0,0.4,31.12,41.33,61.03,64730.0,85970.0,126950.0
20,11-9033,1670.0,0.9,1.18,1.07,59.45,123650.0,0.5,37.98,49.97,64.51,78990.0,103930.0,134190.0
21,11-9033,1140.0,2.0,0.582,0.53,56.98,118510.0,1.1,34.68,49.05,63.83,72140.0,102020.0,132760.0
22,11-9033,3780.0,1.6,2.039,1.85,54.6,113560.0,0.5,34.19,48.76,64.2,71100.0,101410.0,133530.0
23,11-9033,770.0,2.3,1.242,1.13,48.13,100110.0,1.8,30.56,39.65,52.37,63570.0,82460.0,108930.0
26,11-9033,4850.0,1.2,1.116,1.01,60.71,126270.0,0.5,38.33,49.74,68.73,79720.0,103460.0,142950.0
27,11-9033,1860.0,1.9,0.647,0.59,56.85,118250.0,1.1,38.98,49.45,64.43,81090.0,102850.0,134010.0
28,11-9033,1760.0,5.6,1.532,1.39,48.42,100710.0,0.9,30.7,39.84,53.8,63850.0,82860.0,111910.0
29,11-9033,3460.0,1.5,1.202,1.09,60.1,125000.0,1.0,37.62,49.41,70.27,78240.0,102760.0,146150.0
30,11-9033,370.0,5.3,0.746,0.68,49.39,102730.0,2.2,32.22,40.76,61.94,67020.0,84780.0,128840.0
31,11-9033,1460.0,2.0,1.459,1.32,55.84,116140.0,1.4,31.69,41.45,64.61,65920.0,86210.0,134400.0
32,11-9033,1280.0,6.9,0.864,0.78,51.55,107220.0,4.3,30.11,39.98,62.27,62630.0,83160.0,129520.0
33,11-9033,800.0,8.1,1.187,1.08,62.48,129970.0,3.1,39.81,50.89,66.48,82800.0,105860.0,138290.0
34,11-9033,3120.0,1.0,0.743,0.67,71.42,148560.0,0.5,48.88,62.81,82.78,101680.0,130640.0,172180.0
35,11-9033,1020.0,1.9,1.202,1.09,54.03,112380.0,0.9,38.59,49.72,64.27,80270.0,103420.0,133690.0
36,11-9033,6770.0,1.4,0.721,0.65,80.05,166500.0,0.5,52.59,67.26,91.8,109380.0,139900.0,190950.0
37,11-9033,5850.0,2.5,1.22,1.11,54.17,112680.0,0.6,38.11,48.31,64.52,79280.0,100480.0,134200.0
38,11-9033,650.0,1.8,1.551,1.41,61.29,127480.0,1.3,38.91,50.32,67.54,80940.0,104660.0,140490.0
39,11-9033,6770.0,1.3,1.238,1.12,50.5,105040.0,0.8,30.42,40.15,61.06,63280.0,83520.0,127000.0
40,11-9033,1550.0,1.4,0.93,0.84,59.37,123480.0,0.7,37.49,50.12,65.18,77980.0,104260.0,135580.0
41,11-9033,1840.0,2.3,0.944,0.86,61.35,127600.0,0.8,38.54,49.78,64.94,80160.0,103540.0,135060.0
42,11-9033,9070.0,0.7,1.525,1.38,55.05,114510.0,0.5,37.39,48.05,63.02,77770.0,99950.0,131080.0
44,11-9033,910.0,1.2,1.866,1.69,62.16,129290.0,0.6,40.66,52.77,78.29,84570.0,109750.0,162830.0
45,11-9033,3830.0,0.8,1.723,1.56,50.67,105400.0,0.4,31.97,40.5,61.89,66500.0,84230.0,128740.0
46,11-9033,240.0,1.7,0.535,0.49,59.35,123440.0,0.8,40.22,49.81,65.3,83660.0,103600.0,135820.0
47,11-9033,2600.0,1.1,0.806,0.73,61.8,128550.0,0.6,37.82,49.72,65.36,78670.0,103420.0,135960.0
48,11-9033,14680.0,1.9,1.083,0.98,56.88,118310.0,0.3,37.98,47.42,63.73,79000.0,98620.0,132550.0
49,11-9033,2590.0,3.7,1.544,1.4,68.07,141580.0,1.7,31.36,50.33,70.76,65230.0,104680.0,147180.0
50,11-9033,750.0,4.5,2.508,2.28,54.82,114030.0,1.5,36.31,46.88,62.0,75510.0,97510.0,128960.0
53,11-9033,2040.0,0.9,0.583,0.53,63.7,132500.0,0.6,41.81,51.16,69.85,86970.0,106410.0,145280.0
54,11-9033,1340.0,1.6,1.94,1.76,53.1,110450.0,1.9,31.05,41.47,64.69,64590.0,86250.0,134550.0
55,11-9033,1040.0,0.8,0.361,0.33,66.2,137700.0,0.5,52.02,62.18,68.99,108190.0,129340.0,143500.0
56,11-9033,130.0,16.0,0.461,0.42,57.41,119410.0,7.5,38.46,52.23,69.06,80000.0,108650.0,143640.0
1,11-9039,2640.0,7.6,1.285,3.85,43.15,89750.0,1.6,34.71,43.63,50.31,72200.0,90750.0,104650.0
2,11-9039,300.0,17.9,0.959,2.87,45.1,93800.0,2.0,31.77,41.44,51.68,66080.0,86180.0,107500.0
4,11-9039,390.0,4.8,0.124,0.37,47.56,98920.0,1.7,39.25,43.52,52.93,81640.0,90520.0,110090.0
